entry,run,subrun,event,label,prediction,probability,kaon_ke,proton_ke,muon_ke
1321,1,69,6893,1,1,0.999999,-1,1.06752,0.175828
1322,1,62,6178,0,0,1,0.631416,-1,-1
1323,1,22,2140,0,0,0.999998,0.632875,-1,-1
1324,1,66,6564,0,0,0.999997,0.533379,-1,-1
1325,1,1,94,1,1,0.999965,-1,1.07932,0.284268
1326,1,83,8294,1,1,0.999997,-1,1.11663,0.225021
1327,1,54,5369,0,0,1,0.608157,-1,-1
1328,1,8,766,0,0,0.999903,0.56251,-1,-1
1329,1,63,6293,1,1,0.994995,-1,1.10941,0.255083
1330,1,81,8010,1,1,0.992784,-1,1.02267,0.205964
1331,1,63,6275,1,1,0.993267,-1,1.00323,0.341961
1332,1,76,7501,0,0,1,0.622362,-1,-1
1333,1,86,8512,1,1,0.999206,-1,1.02959,0.282364
1334,1,28,2712,0,0,1,0.524899,-1,-1
1335,1,40,3905,0,0,1,0.631103,-1,-1
1336,1,72,7124,0,0,0.999961,0.513134,-1,-1
1337,1,28,2702,1,1,0.997015,-1,1.01916,0.346083
1338,1,97,9602,0,0,0.983248,0.637624,-1,-1
1339,1,28,2728,1,1,0.997972,-1,1.01597,0.250871
1340,1,74,7362,1,1,0.996872,-1,1.008,0.178229
1341,1,38,3707,1,1,0.990642,-1,0.992855,0.183446
1342,1,21,2053,1,1,0.999939,-1,1.01971,0.342959
1343,1,21,2047,1,1,0.857395,-1,1.05782,0.228202
1344,1,30,2935,1,1,0.99998,-1,1.11209,0.355262
1345,1,22,2196,0,0,1,0.574923,-1,-1
1346,1,80,7956,1,0,0.578788,-1,1.0191,0.298151
1347,1,38,3750,1,1,0.999865,-1,1.112,0.187327
1348,1,35,3422,0,0,0.999994,0.634516,-1,-1
1349,1,83,8216,1,1,1,-1,1.08236,0.256406
1350,1,13,1220,0,0,0.999905,0.546893,-1,-1
1351,1,65,6425,1,1,0.999989,-1,1.04039,0.340939
1352,1,83,8267,1,1,0.999974,-1,1.01558,0.291627
1353,1,96,9511,1,1,1,-1,1.10089,0.20293
1354,1,47,4654,1,1,0.99664,-1,0.995585,0.160633
1355,1,52,5190,0,0,0.999718,0.591003,-1,-1
1356,1,5,452,0,0,1,0.593558,-1,-1
1357,1,16,1513,1,1,0.999617,-1,1.06185,0.328755
1358,1,12,1197,0,0,1,0.506912,-1,-1
1359,1,9,848,1,1,1,-1,1.06215,0.349911
1360,1,56,5516,0,0,0.999598,0.550217,-1,-1
1361,1,75,7461,0,0,0.999995,0.519215,-1,-1
1362,1,100,9984,0,0,0.999828,0.586422,-1,-1
1363,1,80,7938,0,0,0.99998,0.555256,-1,-1
1364,1,92,9187,1,1,0.999902,-1,1.05691,0.282429
1365,1,61,6013,1,1,0.999872,-1,1.04346,0.282124
1366,1,69,6898,0,0,1,0.616846,-1,-1
1367,1,32,3174,0,0,1,0.554128,-1,-1
1368,1,23,2266,0,0,1,0.601483,-1,-1
1369,1,52,5179,0,0,0.999916,0.50447,-1,-1
1370,1,57,5667,1,1,0.998443,-1,1.0423,0.323708
1371,1,92,9137,0,0,1,0.571508,-1,-1
1372,1,43,4289,0,0,1,0.584662,-1,-1
1373,1,86,8599,1,1,0.998878,-1,1.13271,0.201272
1374,1,90,8965,1,1,0.999831,-1,1.06206,0.324939
1375,1,42,4160,1,1,0.958553,-1,1.06311,0.239593
1376,1,95,9469,1,1,1,-1,1.1156,0.229479
1377,1,38,3743,1,1,0.999785,-1,1.07434,0.276719
1378,1,83,8250,0,0,1,0.506668,-1,-1
1379,1,2,180,1,1,0.99997,-1,1.10581,0.235087
1380,1,76,7543,1,0,0.684988,-1,1.01181,0.239998
1381,1,63,6247,0,0,1,0.561478,-1,-1
1382,1,69,6828,1,1,0.999172,-1,1.07187,0.312097
1383,1,87,8642,1,1,0.999997,-1,1.11925,0.199398
1384,1,15,1433,1,1,0.998971,-1,1.05748,0.274728
1385,1,55,5452,1,1,0.999999,-1,1.09882,0.288207
1386,1,83,8266,0,0,1,0.576727,-1,-1
1387,1,9,849,1,1,0.999986,-1,1.02795,0.308738
1388,1,45,4416,0,0,0.904579,0.53371,-1,-1
1389,1,75,7464,1,1,0.999927,-1,1.09965,0.220669
1390,1,32,3110,0,0,1,0.552055,-1,-1
1391,1,83,8245,1,1,0.99998,-1,1.11959,0.161135
1392,1,13,1300,0,0,0.999962,0.635038,-1,-1
1393,1,85,8457,1,1,0.996704,-1,1.10536,0.18624
1394,1,11,1035,1,1,0.997653,-1,0.99146,0.220093
1395,1,76,7512,0,0,1,0.512758,-1,-1
1396,1,45,4491,1,1,0.999623,-1,1.08049,0.263865
1397,1,68,6794,0,0,1,0.623132,-1,-1
1398,1,97,9691,1,1,0.975342,-1,1.07032,0.223494
1399,1,34,3317,1,1,0.999932,-1,1.10607,0.161104
1400,1,11,1074,0,0,0.5,0.623448,-1,-1
1401,1,63,6245,0,0,1,0.634281,-1,-1
1402,1,3,239,0,0,1,0.506293,-1,-1
1403,1,50,4917,0,0,0.999974,0.578325,-1,-1
1404,1,85,8459,1,1,0.999997,-1,1.00435,0.30231
1405,1,4,395,0,0,0.999985,0.622386,-1,-1
1406,1,36,3535,1,1,0.999338,-1,1.09905,0.202511
1407,1,29,2869,1,1,0.999999,-1,1.06753,0.283713
1408,1,12,1185,1,1,0.999098,-1,1.0694,0.262978
1409,1,63,6257,0,0,1,0.59832,-1,-1
1410,1,73,7272,0,0,0.999998,0.581117,-1,-1
1411,1,48,4773,1,1,0.977345,-1,1.02016,0.233457
1412,1,24,2353,0,0,1,0.631034,-1,-1
1413,1,67,6700,0,0,1,0.529953,-1,-1
1414,1,12,1138,0,0,1,0.516038,-1,-1
1415,1,1,59,1,1,0.999929,-1,1.03267,0.34946
1416,1,56,5567,1,1,0.999972,-1,1.08976,0.336979
1417,1,66,6554,0,0,1,0.620862,-1,-1
1418,1,67,6650,0,0,1,0.585544,-1,-1
1419,1,94,9318,0,0,1,0.620349,-1,-1
1420,1,89,8888,1,1,0.999976,-1,1.00756,0.352112
1421,1,87,8611,1,1,0.999804,-1,1.04651,0.314948
1422,1,39,3824,0,0,1,0.57725,-1,-1
1423,1,60,5948,1,1,0.999433,-1,1.05995,0.218036
1424,1,88,8722,1,1,1,-1,1.09416,0.26566
1425,1,32,3105,1,1,0.999862,-1,1.11738,0.330631
1426,1,1,23,1,1,1,-1,1.12131,0.295616
1427,1,22,2178,0,0,0.999999,0.63218,-1,-1
1428,1,90,8939,0,0,0.999997,0.537739,-1,-1
1429,1,68,6774,0,0,0.999999,0.553437,-1,-1
1430,1,32,3102,1,1,0.996677,-1,1.00337,0.309158
1431,1,27,2659,1,1,0.996437,-1,0.996628,0.232604
1432,1,99,9808,0,0,0.99204,0.564377,-1,-1
1433,1,26,2509,0,0,1,0.603162,-1,-1
1434,1,66,6510,0,0,1,0.530114,-1,-1
1435,1,77,7610,0,0,1,0.579371,-1,-1
1436,1,66,6573,0,0,1,0.632196,-1,-1
1437,1,66,6507,1,1,0.865688,-1,1.01213,0.172005
1438,1,43,4217,0,0,1,0.562558,-1,-1
1439,1,24,2335,1,1,0.551842,-1,1.02774,0.258269
1440,1,86,8559,0,0,0.999809,0.591906,-1,-1
1441,1,46,4511,1,1,0.997606,-1,1.07853,0.317107
1442,1,95,9454,1,1,0.999986,-1,1.11009,0.18979
1443,1,68,6794,1,1,0.999702,-1,1.0969,0.26442
1444,1,95,9500,0,0,0.931644,0.549119,-1,-1
1445,1,6,600,1,1,0.99931,-1,1.10624,0.308393
1446,1,84,8327,1,1,0.999975,-1,1.13549,0.306686
1447,1,15,1431,0,0,0.99555,0.541489,-1,-1
1448,1,38,3728,0,0,0.999997,0.504473,-1,-1
1449,1,91,9075,0,0,0.999885,0.558948,-1,-1
1450,1,2,111,1,1,0.999988,-1,1.13505,0.177144
1451,1,87,8638,1,1,0.999999,-1,1.09276,0.190295
1452,1,67,6632,1,1,0.982881,-1,0.997145,0.246682
1453,1,79,7865,0,0,1,0.526094,-1,-1
1454,1,49,4854,1,1,0.999986,-1,1.04909,0.338017
1455,1,20,1915,1,1,0.999125,-1,1.00336,0.163395
1456,1,15,1442,1,1,0.997299,-1,1.04712,0.305988
1457,1,56,5546,0,0,0.999833,0.518159,-1,-1
1458,1,45,4464,0,0,1,0.613427,-1,-1
1459,1,97,9636,1,1,1,-1,1.10508,0.199224
1460,1,41,4010,1,1,0.999956,-1,1.04943,0.183378
1461,1,83,8272,1,1,0.999992,-1,1.02856,0.207221
1462,1,10,965,0,0,0.994658,0.553402,-1,-1
1463,1,59,5852,1,1,1,-1,1.08917,0.271367
1464,1,75,7500,0,0,1,0.586165,-1,-1
1465,1,67,6698,0,0,1,0.639016,-1,-1
1466,1,35,3452,0,0,0.999978,0.557038,-1,-1
1467,1,80,7962,0,0,1,0.603142,-1,-1
1468,1,2,131,1,1,0.995366,-1,0.999879,0.198007
1469,1,100,9993,0,0,1,0.615459,-1,-1
1470,1,36,3507,0,0,0.970552,0.571526,-1,-1
1471,1,1,56,0,0,0.976086,0.553282,-1,-1
1472,1,37,3613,1,1,0.866383,-1,1.01598,0.186422
1473,1,26,2588,1,1,0.95894,-1,1.06188,0.314224
1474,1,57,5656,0,0,1,0.626527,-1,-1
1475,1,57,5615,1,1,1,-1,1.0506,0.31927
1476,1,32,3179,1,1,1,-1,1.04336,0.240369
1477,1,7,670,0,0,1,0.508132,-1,-1
1478,1,96,9560,1,1,0.999965,-1,1.05328,0.233482
1479,1,52,5127,1,0,0.5,-1,1.00476,0.346012
1480,1,77,7612,0,0,0.99998,0.555495,-1,-1
1481,1,59,5812,0,0,0.999094,0.559968,-1,-1
1482,1,27,2673,1,1,1,-1,1.13364,0.211128
1483,1,69,6817,1,1,0.999115,-1,1.01947,0.352684
1484,1,58,5768,1,1,0.999997,-1,1.12261,0.243696
1485,1,10,905,0,0,1,0.611222,-1,-1
1486,1,98,9731,1,1,0.999954,-1,1.06988,0.306403
1487,1,45,4462,0,0,0.992353,0.643429,-1,-1
1488,1,2,140,0,0,0.999935,0.605059,-1,-1
1489,1,77,7601,0,0,1,0.508218,-1,-1
1490,1,89,8832,0,0,1,0.610775,-1,-1
1491,1,28,2787,1,1,0.999802,-1,1.00764,0.191009
1492,1,83,8257,1,1,0.999985,-1,1.04307,0.280661
1493,1,6,510,0,0,1,0.617874,-1,-1
1494,1,68,6718,0,0,1,0.55923,-1,-1
1495,1,34,3344,0,0,1,0.52633,-1,-1
1496,1,18,1748,0,0,0.999972,0.580652,-1,-1
1497,1,53,5204,0,0,1,0.57691,-1,-1
1498,1,90,8944,1,1,1,-1,1.12712,0.167303
1499,1,88,8736,1,1,0.999999,-1,1.07458,0.19596
1500,1,18,1716,0,0,1,0.511564,-1,-1
1501,1,53,5241,1,1,1,-1,1.11848,0.203915
1502,1,61,6021,0,0,1,0.583149,-1,-1
1503,1,91,9100,0,0,0.99997,0.63981,-1,-1
1504,1,6,511,1,1,0.999967,-1,1.02968,0.34221
1505,1,20,2000,1,1,0.999536,-1,1.04518,0.22189
1506,1,22,2159,1,1,0.997865,-1,1.01044,0.1739
1507,1,26,2554,0,0,0.999999,0.511286,-1,-1
1508,1,72,7128,0,0,0.5,0.582551,-1,-1
1509,1,70,6994,0,1,0.586867,0.570979,-1,-1
1510,1,22,2141,0,0,0.999995,0.526091,-1,-1
1511,1,34,3353,0,0,1,0.625979,-1,-1
1512,1,11,1080,0,0,0.999656,0.570964,-1,-1
1513,1,32,3150,1,1,0.999822,-1,1.0773,0.245558
1514,1,40,3939,1,1,1,-1,1.13232,0.303344
1515,1,21,2030,1,1,0.999984,-1,1.07803,0.278781
1516,1,3,299,0,0,0.999997,0.550162,-1,-1
1517,1,55,5414,1,1,0.999999,-1,1.10033,0.167677
1518,1,13,1297,0,0,1,0.589119,-1,-1
1519,1,76,7565,0,0,1,0.557335,-1,-1
1520,1,81,8002,1,1,0.999998,-1,1.06298,0.224462
1521,1,42,4118,1,1,0.999927,-1,1.08461,0.253674
1522,1,16,1579,0,0,1,0.613253,-1,-1
1523,1,88,8798,1,1,0.705849,-1,1.07261,0.279728
1524,1,93,9229,1,1,1,-1,1.12135,0.236782
1525,1,12,1165,0,0,1,0.524599,-1,-1
1526,1,16,1552,0,0,0.999999,0.523548,-1,-1
1527,1,4,394,0,0,0.997694,0.530494,-1,-1
1528,1,84,8323,0,0,1,0.509193,-1,-1
1529,1,74,7383,1,1,0.990906,-1,1.05512,0.17425
1530,1,76,7598,1,1,0.99632,-1,1.04778,0.193768
1531,1,66,6522,1,1,0.999876,-1,1.07016,0.285026
1532,1,74,7359,0,0,0.997166,0.509663,-1,-1
1533,1,32,3104,1,1,1,-1,1.12835,0.338533
1534,1,48,4711,1,1,0.99999,-1,1.06691,0.307159
1535,1,6,555,0,0,1,0.587065,-1,-1
1536,1,66,6506,1,1,0.999908,-1,1.07983,0.180994
1537,1,76,7551,0,0,1,0.524332,-1,-1
1538,1,18,1770,1,1,0.999885,-1,1.09663,0.273447
1539,1,78,7781,1,1,0.999494,-1,1.04781,0.316958
1540,1,91,9015,1,1,0.998004,-1,1.05038,0.340718
1541,1,3,290,1,1,1,-1,1.04001,0.334719
1542,1,56,5525,0,0,1,0.642936,-1,-1
1543,1,54,5388,0,0,0.999997,0.601174,-1,-1
1544,1,45,4426,1,1,0.999999,-1,1.12717,0.306915
1545,1,5,500,1,1,1,-1,1.0983,0.300521
1546,1,33,3260,0,0,0.999979,0.577055,-1,-1
1547,1,96,9544,1,1,0.999522,-1,1.0353,0.351664
1548,1,96,9512,0,0,1,0.602095,-1,-1
1549,1,95,9417,1,1,0.999998,-1,1.09157,0.354289
1550,1,76,7552,1,1,1,-1,1.1228,0.229089
1551,1,96,9505,0,0,0.999995,0.527614,-1,-1
1552,1,28,2703,0,0,0.999697,0.587513,-1,-1
1553,1,18,1739,0,0,0.999986,0.611508,-1,-1
1554,1,6,580,0,0,0.999127,0.619244,-1,-1
1555,1,94,9301,0,0,0.999999,0.625286,-1,-1
1556,1,93,9251,0,0,0.999871,0.523355,-1,-1
1557,1,49,4892,1,1,0.999439,-1,1.02364,0.184602
1558,1,81,8094,1,1,0.969957,-1,1.04953,0.158061
1559,1,37,3650,0,0,1,0.590365,-1,-1
1560,1,8,795,0,0,1,0.606908,-1,-1
1561,1,19,1817,1,1,0.999881,-1,1.02548,0.175993
1562,1,64,6324,1,1,0.999894,-1,1.07165,0.207506
1563,1,71,7094,1,1,0.99903,-1,1.0982,0.250373
1564,1,84,8371,1,1,0.98027,-1,1.11406,0.203151
1565,1,20,1901,1,1,0.997128,-1,0.998879,0.346853
1566,1,8,748,1,1,0.999923,-1,1.01102,0.32632
1567,1,56,5550,1,1,0.999997,-1,1.05663,0.299724
1568,1,54,5373,1,1,0.999642,-1,0.989978,0.320311
1569,1,27,2646,1,1,0.999979,-1,1.05852,0.189048
1570,1,57,5642,0,0,1,0.616124,-1,-1
1571,1,95,9413,0,0,0.999769,0.574275,-1,-1
1572,1,86,8524,1,1,0.999131,-1,1.00073,0.343745
1573,1,81,8096,1,1,0.995427,-1,1.1197,0.186417
1574,1,21,2017,0,0,1,0.620605,-1,-1
1575,1,34,3398,1,1,0.996724,-1,1.03277,0.156318
1576,1,89,8846,1,1,0.999996,-1,1.02171,0.18512
1577,1,20,1924,1,1,0.999461,-1,1.09055,0.252222
1578,1,30,2928,1,1,0.999997,-1,1.06737,0.291978
1579,1,30,2938,0,0,0.997752,0.627351,-1,-1
1580,1,62,6114,1,1,0.999789,-1,1.0814,0.20386
1581,1,59,5898,0,0,0.5,0.59785,-1,-1
1582,1,3,210,0,0,0.999998,0.615939,-1,-1
1583,1,86,8574,1,0,0.79804,-1,1.05284,0.248801
1584,1,90,8952,1,1,0.999914,-1,1.11005,0.209501
1585,1,89,8868,1,0,0.997979,-1,1.00439,0.271457
1586,1,80,7973,1,1,1,-1,1.04546,0.343869
1587,1,58,5770,0,0,0.999098,0.603302,-1,-1
1588,1,51,5044,0,0,0.999594,0.518794,-1,-1
1589,1,91,9052,0,0,1,0.617727,-1,-1
1590,1,80,7911,1,1,0.999837,-1,1.03119,0.177927
1591,1,94,9334,1,1,0.99997,-1,1.08778,0.172032
1592,1,40,3931,0,0,0.999975,0.622475,-1,-1
1593,1,38,3730,0,0,1,0.628671,-1,-1
1594,1,96,9514,0,0,1,0.629659,-1,-1
1595,1,55,5408,1,1,0.989006,-1,1.02825,0.231237
1596,1,49,4869,0,0,1,0.600467,-1,-1
1597,1,94,9390,1,1,0.999759,-1,1.00598,0.231097
1598,1,97,9665,0,0,1,0.604996,-1,-1
1599,1,49,4820,0,0,1,0.533766,-1,-1
1600,1,16,1529,0,0,0.921103,0.608508,-1,-1
1601,1,68,6717,1,1,0.999999,-1,1.10651,0.243127
1602,1,61,6081,0,0,0.999997,0.543836,-1,-1
1603,1,45,4401,1,1,0.999961,-1,1.04062,0.214042
1604,1,18,1706,1,1,1,-1,1.12291,0.177655
1605,1,30,2962,0,0,1,0.643143,-1,-1
1606,1,54,5331,0,0,1,0.544402,-1,-1
1607,1,15,1483,0,0,1,0.606555,-1,-1
1608,1,54,5314,0,0,0.994933,0.589435,-1,-1
1609,1,64,6352,0,0,1,0.567571,-1,-1
1610,1,77,7664,0,0,1,0.639064,-1,-1
1611,1,66,6556,1,1,0.99584,-1,1.13039,0.303493
1612,1,44,4388,0,0,1,0.61727,-1,-1
1613,1,40,3957,1,1,0.999964,-1,1.09214,0.310452
1614,1,50,4951,0,0,1,0.508872,-1,-1
1615,1,81,8078,0,0,1,0.632836,-1,-1
1616,1,15,1462,1,1,0.999999,-1,1.08832,0.216316
1617,1,78,7747,1,1,0.897203,-1,1.00435,0.261882
1618,1,17,1661,1,1,0.998971,-1,1.03685,0.167903
1619,1,51,5078,1,1,0.99998,-1,1.09957,0.344709
1620,1,64,6363,1,1,0.999987,-1,1.05849,0.353889
1621,1,28,2704,1,1,0.999999,-1,1.11834,0.350881
1622,1,78,7743,0,0,1,0.570743,-1,-1
1623,1,14,1329,1,1,0.999958,-1,1.0395,0.172865
1624,1,14,1301,0,0,1,0.53602,-1,-1
1625,1,34,3338,0,0,0.999999,0.576967,-1,-1
1626,1,29,2867,1,1,0.999838,-1,1.07967,0.334212
1627,1,3,214,0,0,0.999981,0.57159,-1,-1
1628,1,83,8274,1,0,0.57893,-1,0.998821,0.260487
1629,1,86,8550,1,1,0.999994,-1,1.13426,0.230756
1630,1,67,6680,0,0,0.999998,0.518783,-1,-1
1631,1,90,8922,1,1,0.977331,-1,1.00224,0.3421
1632,1,56,5552,0,0,1,0.638099,-1,-1
1633,1,4,321,0,0,0.999792,0.628561,-1,-1
1634,1,1,17,0,0,0.993783,0.59709,-1,-1
1635,1,36,3585,0,1,0.874442,0.554702,-1,-1
1636,1,28,2729,1,1,0.999997,-1,1.09158,0.330924
1637,1,62,6200,0,0,0.999939,0.59388,-1,-1
1638,1,2,189,0,0,0.999946,0.529652,-1,-1
1639,1,37,3623,1,1,1,-1,1.12214,0.192057
1640,1,77,7605,0,0,1,0.626734,-1,-1
1641,1,1,100,1,1,0.999997,-1,1.1109,0.218595
1642,1,62,6126,1,1,0.999988,-1,1.10991,0.307144
1643,1,12,1182,1,1,0.994616,-1,1.13135,0.223074
1644,1,90,8901,0,0,1,0.580178,-1,-1
1645,1,74,7348,1,1,0.99997,-1,1.0436,0.295366
1646,1,67,6655,0,1,0.880517,0.560183,-1,-1
1647,1,75,7414,0,0,1,0.576655,-1,-1
1648,1,53,5277,0,0,0.967346,0.542645,-1,-1
1649,1,78,7702,0,0,1,0.50726,-1,-1
1650,1,13,1255,1,1,0.969853,-1,1.0512,0.265349
1651,1,26,2574,0,0,1,0.570138,-1,-1
1652,1,63,6240,0,0,1,0.590942,-1,-1
1653,1,23,2231,1,1,1,-1,1.13577,0.270258
1654,1,30,2939,1,1,0.997929,-1,1.03561,0.280526
1655,1,34,3341,1,1,0.999999,-1,1.02471,0.312834
1656,1,93,9222,1,1,0.999069,-1,1.00563,0.199988
1657,1,96,9545,1,1,0.999318,-1,1.00046,0.174694
1658,1,14,1387,0,0,1,0.613431,-1,-1
1659,1,25,2465,1,1,0.999992,-1,1.10969,0.1713
1660,1,3,268,0,0,1,0.592467,-1,-1
1661,1,78,7771,1,1,0.999783,-1,1.06237,0.284939
1662,1,41,4031,1,1,0.979234,-1,1.09259,0.247921
1663,1,96,9591,1,1,0.99888,-1,1.04369,0.239858
1664,1,31,3029,0,0,0.993177,0.64089,-1,-1
1665,1,65,6446,1,1,0.994044,-1,1.07674,0.339295
1666,1,47,4656,0,0,0.998486,0.625882,-1,-1
1667,1,72,7113,0,0,0.998686,0.576723,-1,-1
1668,1,87,8630,1,1,0.999995,-1,1.07063,0.258815
1669,1,27,2670,0,0,0.999998,0.627688,-1,-1
1670,1,80,7949,0,0,0.990585,0.553015,-1,-1
1671,1,18,1760,0,0,0.995448,0.590812,-1,-1
1672,1,36,3540,1,1,0.999111,-1,1.06235,0.320524
1673,1,54,5368,1,1,0.999842,-1,1.01249,0.177354
1674,1,89,8801,1,1,0.999917,-1,1.04637,0.164761
1675,1,25,2435,0,0,1,0.618589,-1,-1
1676,1,32,3189,1,1,0.999742,-1,1.0317,0.283296
1677,1,30,2930,0,0,1,0.578553,-1,-1
1678,1,68,6773,1,1,0.999998,-1,1.10819,0.207943
1679,1,26,2572,1,1,0.999984,-1,1.09534,0.337619
1680,1,67,6681,0,0,1,0.616148,-1,-1
1681,1,15,1479,1,1,0.999997,-1,1.03097,0.19496
1682,1,52,5143,0,0,1,0.564299,-1,-1
1683,1,73,7297,1,1,1,-1,1.10739,0.312921
1684,1,61,6089,1,1,0.999941,-1,1.07162,0.285782
1685,1,19,1836,0,0,0.977808,0.625122,-1,-1
1686,1,45,4404,0,0,1,0.630003,-1,-1
1687,1,91,9030,1,1,0.99997,-1,1.13136,0.171215
1688,1,46,4540,0,1,0.928175,0.524093,-1,-1
1689,1,51,5056,0,0,0.91953,0.578456,-1,-1
1690,1,73,7258,1,1,0.999799,-1,0.995746,0.287336
1691,1,80,7991,0,0,0.999999,0.549819,-1,-1
1692,1,89,8877,0,0,0.999996,0.560544,-1,-1
1693,1,47,4638,0,0,1,0.535436,-1,-1
1694,1,90,8924,0,0,0.999109,0.614212,-1,-1
1695,1,3,236,0,0,1,0.625622,-1,-1
1696,1,76,7504,1,1,0.998105,-1,1.01795,0.23975
1697,1,45,4494,1,1,0.995521,-1,1.12802,0.168438
1698,1,96,9567,1,1,0.999996,-1,1.09423,0.172909
1699,1,89,8898,0,0,1,0.538508,-1,-1
1700,1,2,157,1,1,1,-1,1.11588,0.184819
1701,1,69,6859,0,0,0.99379,0.638289,-1,-1
1702,1,56,5572,0,0,1,0.551337,-1,-1
1703,1,14,1360,0,0,1,0.554635,-1,-1
1704,1,25,2418,1,1,1,-1,1.02037,0.344152
1705,1,62,6114,0,0,0.999986,0.602624,-1,-1
1706,1,97,9694,0,0,1,0.618163,-1,-1
1707,1,53,5246,0,0,0.999988,0.512038,-1,-1
1708,1,56,5593,1,1,0.996845,-1,1.02324,0.32132
1709,1,41,4055,0,0,0.999866,0.631816,-1,-1
1710,1,14,1339,0,0,0.999894,0.573119,-1,-1
1711,1,35,3410,1,1,0.870077,-1,1.0037,0.342768
1712,1,57,5633,0,0,1,0.556867,-1,-1
1713,1,70,6970,0,0,0.820418,0.592706,-1,-1
1714,1,70,6957,1,1,0.999999,-1,1.02125,0.259536
1715,1,92,9166,1,1,0.999587,-1,1.01369,0.244176
1716,1,85,8407,0,0,0.999829,0.60601,-1,-1
1717,1,61,6038,0,0,0.999817,0.522713,-1,-1
1718,1,79,7891,1,1,0.99999,-1,1.10629,0.170466
1719,1,79,7869,1,1,0.999996,-1,1.13794,0.307458
1720,1,42,4164,1,1,0.999993,-1,1.08038,0.24328
1721,1,49,4898,1,0,0.953351,-1,1.06728,0.275653
1722,1,37,3610,1,0,0.546885,-1,1.10819,0.260071
1723,1,22,2108,1,1,0.999931,-1,1.12811,0.34705
1724,1,75,7414,1,1,0.989711,-1,1.05463,0.27401
1725,1,89,8881,1,1,0.999986,-1,1.03796,0.299173
1726,1,51,5015,0,0,0.973669,0.550258,-1,-1
1727,1,84,8377,0,0,0.713787,0.574883,-1,-1
1728,1,22,2200,0,0,1,0.506577,-1,-1
1729,1,54,5377,0,0,0.999892,0.504984,-1,-1
1730,1,19,1819,0,0,0.999946,0.574711,-1,-1
1731,1,15,1436,1,1,1,-1,1.06209,0.326081
1732,1,70,6948,0,0,0.999999,0.620114,-1,-1
1733,1,52,5196,0,0,0.998829,0.621532,-1,-1
1734,1,9,814,0,0,1,0.605894,-1,-1
1735,1,41,4012,0,0,1,0.583283,-1,-1
1736,1,42,4184,1,1,0.999939,-1,1.03161,0.157814
1737,1,91,9009,0,0,0.999994,0.583162,-1,-1
1738,1,44,4325,1,1,0.999995,-1,1.04861,0.178636
1739,1,40,3953,1,1,0.999586,-1,1.0607,0.17465
1740,1,84,8346,0,0,1,0.62096,-1,-1
1741,1,10,907,0,0,1,0.512941,-1,-1
1742,1,57,5643,1,1,0.999213,-1,1.07386,0.180139
1743,1,65,6474,0,0,1,0.578513,-1,-1
1744,1,43,4249,1,1,0.998717,-1,1.03075,0.216745
1745,1,53,5235,1,1,0.994799,-1,1.02865,0.248254
1746,1,58,5768,0,0,1,0.513396,-1,-1
1747,1,96,9534,0,0,0.999974,0.58101,-1,-1
1748,1,52,5187,0,0,1,0.590051,-1,-1
1749,1,77,7691,0,0,1,0.576202,-1,-1
1750,1,18,1761,1,1,0.996963,-1,1.00326,0.284458
1751,1,31,3084,1,1,0.999811,-1,1.0907,0.313407
1752,1,77,7634,1,1,0.995088,-1,1.10975,0.243567
1753,1,15,1452,1,1,0.999816,-1,1.01494,0.350532
1754,1,15,1443,1,1,0.99999,-1,1.13113,0.213559
1755,1,78,7784,1,1,0.996881,-1,0.998706,0.346205
1756,1,95,9406,0,1,0.61345,0.641472,-1,-1
1757,1,61,6007,1,1,0.999954,-1,1.04007,0.34471
1758,1,56,5598,0,0,0.999998,0.524637,-1,-1
1759,1,39,3867,1,1,0.991701,-1,1.02372,0.268422
1760,1,99,9844,0,0,1,0.572248,-1,-1
1761,1,15,1473,0,0,1,0.52531,-1,-1
1762,1,44,4399,0,0,0.999998,0.520452,-1,-1
1763,1,44,4364,1,1,1,-1,1.09852,0.209858
1764,1,35,3496,0,0,0.936475,0.542891,-1,-1
1765,1,65,6448,1,1,0.973151,-1,0.993491,0.242557
1766,1,6,594,0,0,0.908978,0.618218,-1,-1
1767,1,69,6849,1,1,0.999896,-1,1.06954,0.192966
1768,1,85,8435,1,1,1,-1,1.09796,0.285134
1769,1,61,6045,0,0,1,0.605537,-1,-1
1770,1,76,7567,1,1,0.999901,-1,1.06637,0.353049
1771,1,15,1493,1,1,0.999961,-1,1.03592,0.186845
1772,1,96,9555,1,1,1,-1,1.13116,0.19913
1773,1,20,1949,1,1,0.999948,-1,1.04218,0.309129
1774,1,64,6301,0,0,0.999575,0.537169,-1,-1
1775,1,62,6141,1,1,0.99945,-1,1.12262,0.178968
1776,1,2,155,0,0,0.998801,0.609844,-1,-1
1777,1,37,3633,1,1,0.99706,-1,1.09489,0.201148
1778,1,28,2773,1,1,0.94706,-1,1.05377,0.327362
1779,1,69,6860,0,0,0.999991,0.557931,-1,-1
1780,1,53,5233,0,0,0.999992,0.636694,-1,-1
1781,1,80,7908,1,1,0.99972,-1,1.02158,0.297978
1782,1,12,1109,0,0,0.999354,0.62079,-1,-1
1783,1,5,403,0,0,1,0.641444,-1,-1
1784,1,81,8058,1,1,0.99997,-1,1.02714,0.216452
1785,1,46,4557,0,0,1,0.613334,-1,-1
